subcategory,order_id,name,description,cost,image,availability
0,10,"Кофе Lavazza Oro молотый 250г, 100% Арабика (Италия)","Кофе молотый Lavazza Qualita Oro (известный в Италии как Lavazza Gold) — золотистая упаковка точно подчёркивает его статус. Несомненный эталон итальянской кофейной смеси, который на протяжении многих лет является №1 в Европе. Насыщенный изысканный аромат 100% арабики перенесёт Вас в уютные кофейни Италии. Богатый стойкий вкус с нежным, немного сладковатым послевкусием, плотной и устойчивой пенкой — не сможет оставить Вас равнодушным!",125,/food/coffee/lavazzaQualitaORO-SMALL.jpg,true
0,11,Кофе Lavazza Crema e Gusto молотый  250г. (Италия),"Кофе молотый Lavazza Crema e Gusto – это кофе с сильным характером: идеальное сочетание интенсивного аромата и насыщенного вкуса. Он состоит из высококачественной арабики и зерен робусты. Crema e Gusto имеет приятный шоколадный оттенок и идеально подойдет для тех, кто хочет насладиться интенсивным вкусом в любое время суток.",80,/food/coffee/lavazzaCremaEGusto-SMALL.jpg,true
0,12,"Кофе Lavazza Oro зерновой 1кг. 100% Арабика, (Польша)","Кофе ― один из лучших способов получить удовольствие. Lavazza Qualita Oro – абсолютный лидер качества. Его необыкновенно богатый вкус заставит восхищаться любого ценителя кофе. Секрет особенного вкуса таится в зернах: Арабика из Центральной Америки придает кофе фруктовый привкус, а бразильская Арабика добавляет легкие нотки меда и солода. Такой насыщенный вкус и интенсивный аромат не может оставить равнодушным. А в сочетании с золотистой пенкой, Lavazza Qualita Oro становится вне конкуренции.",250,/food/coffee/lavazzaQualitaORO.jpg,true
0,13,"Кофе Lavazza Oro зерновой 1кг. 100% Арабика, (Италия)","Кофе в зернах Lavazza Qualita Oro (известный в Италии как Lavazza Gold) — золотистая упаковка точно подчёркивает его статус. Несомненный эталон итальянской кофейной смеси, который на протяжении многих лет является №1 в Европе. Насыщенный изысканный аромат 100% арабики перенесёт Вас в уютные кофейни Италии. Богатый стойкий вкус с нежным, немного сладковатым послевкусием, плотной и устойчивой пенкой — не сможет оставить Вас равнодушным!",450,/food/coffee/lavazzaQualitaORO.jpg,true
0,14,Кофе Lavazza Qualita Rossa зерновой 1кг. (Италия),"Зерновой кофе Lavazza Qualita Rossa - это изысканное сочетание отборных сортов арабики из Южной и Центральной Америки 40%, а также Африканской и Азиатской робусты 60% средней обжарки. Кофе имеет восхитительный насыщенный аромат и вкус с легкой горчинкой, а также кремовую пенку. Африканская робуста придает напитку насыщенность и шоколадный аромат, а высокогорная арабика – мягкость. Этим выдающимся кофе наслаждаются во всем мире, а в Италии с него начинают день.",400,/food/coffee/lavazzaQualitaRossa.jpg,true
0,15,Кофе Lavazza Qualita Rossa зерновой 1кг. (Польша),Кофе Lavazza Qualita Rossa в зернах обладает бархатистой структурой и насыщенным вкусом с шоколадными оттенками. Для ценителей крепкого превосходного кофе данная смесь  является идеальным вариантом. Для создания смеси использованы кофейные зерна 40 % бразильской арабики и 60 % африканской робусты.,250,/food/coffee/lavazzaQualitaRossa.jpg,true
0,16,"Кофе Lavazza Super Crema, 1кг. (Польша)","Кофе Lavazza Espresso Super Crema, 1 кг - великолепный бленд из отборных зерен Арабики 80% и Робусты 20%.

Обладает изысканным вкусом с нежными шоколадными нотками, легкой горчинкой, плотной пенкой и ярко-выраженной вкусом, характерному итальянскому эспрессо.

Lavazza Super Crema имеет густую консистенцию, изысканным бархатным сладковатым вкусом, и приятным долгим послевкусием.

Сладость кофе Lavazza Super Crema позволяет употреблять его без добавления сахара. Лавацца Супер Крема идеально подходит для использования в приготовлении напитков с добавлением молока, таких как капучино и латте.",250,/food/coffee/lavazzaSuperCrema.jpg,true
0,17,"Кофе Lavazza Crema E Aroma, 1кг. (Польша)","Кофе в зернах Lavazza Crema e Aroma – великолепный купаж, полюбившийся потребителям кофе во всем мире. Высокий процент Робусты (60%) в составе обеспечивает необходимую крепость кофе, а отборная бразильская арабика придает восхитительную кремовую нежность. Особенностью купажа является то, что его состав разработан специально для заваривания в домашних условиях и позволяет получить прекрасный кофе даже без использования профессиональных кофемашин.",250,/food/coffee/lavazzaCremaEaroma.jpg,true
0,18,Кофе IDEE Kaffee Crema зерновое 1кг. (Германия),"Самый вкусный и ароматный кофе получается из свежесмолотых зерен. Из зерен Idee Caffe Crema получается идеальный кофе. Он обжаривается медленно, при низкой температуре до средней степени обжарки. Благодаря этому кофейные зерна из Южной Америки и Восточной Африки, которые входят в состав Idee Caffe Crema, приобретают мягкий и нежный вкус. А в конечном результате Вы получаете великолепный напиток с пряными нотками и густой пенкой. Этот кофе одурманит Вас своей мягкостью и изысканностью вкуса.",320,/food/coffee/IDEE-KAFFEE.jpg,false
0,19,Кофе Movenpick Der Himmlische Arabica молотый 500г. 100% Арабика (Германия),"Сочетает мягкий вкус какао и изысканный кофейный аромат; купаж 100% Арабики, выращенной в регионах возделывания лучших сортов винограда Центральной и Южной Америки, Африки и Индии.  
Кофе со средней степенью обжарки, произведен в Германии компанией Darboven; расфасован в упаковку из многослойной фольги.  
Рекомендуется для приготовления в кофе-машине, турке, чашке.",130,/food/coffee/movenpickDerHimmlischeArabica.jpg,true
0,20,Кофе Movenpick Crema молотый 500г. 100% Арабика (Германия) ,"Абсолютное качество, безупречный вкус и фантастический аромат - главные преимущества смеси MOVENPICK Cafe Crema. В её составе только лучшие зерна арабики (100%), которые безусловно и есть основным секретом высшего качества напитка. Великолепный вкус с приятными шоколадными оттенками отлично гармонирует с нежной пенкой, которая волшебно укутывает каждую чашечку кофе, приготовленную с MOVENPICK Cafe Crema. Желаете испытать удовольствие? Ничего проще быть не может! Один глоток - и Ваш день удастся на все 100%",145,/food/coffee/movenpickCaffeCrema.jpg,true
0,21,Кофе Movenpick Espresso в зернах 500г. (Германия) ,"Espresso — уникальная смесь, которая непременно сможет удовлетворить истинных почитателей хорошего кофе. Состав смеси особенный: зерна арабики (80%) отлично гармонируют с зернами робусты (20%), что в итоге дает невероятный аромат и вкус. Напиток обладает достаточной крепостью, которая дарит необходимый заряд энергии и бодрости. Легко ощутимая приятная горчинка во вкусе еще раз напоминает об абсолютном качестве продукта.

Смесь идеально подходит для приготовления настоящего эспрессо.",150,/food/coffee/movenpickEspresso.jpg,true
0,22,Кофе Movenpick Der Himmlische зерновой 500г. 100% Арабика (Германия),"MOVENPICK Der Himmlische (в переводе — Божественный) состоит из отборных зерен 100% арабики с лучших кофейных плантаций мира. Гармоничный, ароматный бленд тщательной средней обжарки очаровывает нежным, но насыщенным ароматом. Для приготовления идеального кофе рекомендуется средний помол и время заваривания от 18 до 22 секунд.",135,/food/coffee/movenpickDerHimmlischeZerno.jpg,true
0,23,Кофе Dallmayr Prodomo зерновой 500г. 100% Арабика (Германия),"Немецкий кофе в зернах Dallmayr Prodomo, упаковка - пакет с клапаном, фасовка - 500 грамм.

Dallmayr Prodomo в полной мере содержит освежающий кофеин, при этом кофейные зерна подвергаются особенной обработке, в следствии которой из них удаляется много раздражающих элементов и горечь. А специфическая технология обжарки дает возможность сберечь отличный аромат несравненный вкус. В общем, это самое запоминающееся удовольствие для всех знатоков ""бессмертного эликсира"". Удовольствие в каждой чашке - абсолютно самобытный и уникальный вкус кофе Dallmayr Prodomo. Загадка данного напитка состоит в используемом сырье, которое представлено исключительно высокогорными видами кофе из наилучших плантаций планеты. Характеризующее значение в создании ароматических достоинств Dallmayr Prodomo исполняют эфиопские сорта кофе. Эксперты кофейного дела, которые представляют фирму Dallmayr, в течение многих лет систематически в момент сбора урожая отправляются в южные провинции Сидамо и Харрар, чтобы на месте выбрать лучшее сырье для дальнейшей обработки. На эфиопском высокогорье сбор спелых красных плодов кофейного дерева сыздавна осуществляется ручным способом. При этом используются как дикорастущие деревья, так и маленькие деревенские посадки. Потом плоды «моются» особенным методом. Впрочем уникальный вкус Dallmayr Prodomo появляется только после скрупулезного купажа единственного в своем роде эфиопского кофе с другими отборными сортами из Азии, Африки, Центральной и Южной Америки.",175,/food/coffee/DallmayrProdomo.jpg,true
0,24,Кофе молотый Woseba Mocca Fix Gold 500г. (Польша),"Производитель:          Woseba
Страна производитель:        Польша
Вид кофе:        Купаж арабики и робусты
Форма выпуска:        Молотый
Степень обжарки:        Средняя
Степень помола:        Средний
Без кофеина:        Нет
Тип упаковки:        Вакуумный пакет
Вес: 500г",110,/food/coffee/wosebaMoccaFixGold.jpg,true
0,25,Кофе Mocca Fix Melange молотый 500г. (Польша),"Mocca Fix Melange — превосходный немецкий кофе, в состав которого входят отборные зерна Арабики и лучшие бобы азиатской Робусты. Кофе Mocca Fix имеет плотный насыщенный вкус, восхитительный аромат, легкую горчинку и оттенки миндаля в длительном послевкусии. Состав: 40% Арабика, 60% Робуста. Обжарка: средняя.",90,/food/coffee/moccaFixMelange.jpg,false
0,26,Кофе Mocca Fix Gold молотый 500г. (Польша),"Mocca Fix Gold ― превосходный кофе, в состав которого входят отборные зерна Арабики и лучшие бобы азиатской Робусты. Кофе Mocca Fix имеет плотный насыщенный вкус, восхитительный аромат",85,/food/coffee/moccaFixGold.jpg,true
0,27,Кофе в зернах Brasil Kaffee 1кг.,"Brasil Kaffee - прекрасный австрийски кофе,в состав которого вхадят лучшие зерна бразильской арабики и небольшая часть робусты. Напиток имеет плотный насыщенный вкус, бодрящий аромат, идеальный баланс кислинки и горчинки и шоколадно-фруктовые оттенки в послевкусии.",200,/food/coffee/BrasilKaffee.jpg,false
0,28,Кофе молотый Parana 500г.,"Старательный процесс обжарки кофе придает ему исключительный аромат и крепость. Чашка натурального ароматного кофе Парана идеально подходит для начала нового дня. Отлично подходит для приготовления кофе Еспрессо, а также для традиционного приготовления.",75,/food/coffee/paranaKawa.jpg,false
0,29,"Magnetic Extra Ciemne — экстра-темное какао (порошок), 200г.","Magnetic Extra Ciemne ― это экстра-темный какао порошок из Польши. Какао торговой марки «Magnetic», производится в городе Костшин для сети супермаркетов «Biedronka». Сырье поставляется с плантаций какао-бобов в Южной Америке. Какао предназначено как для выпечки, так и для приготовления горячего напитка.

С какао-порошком Magnetic можно испечь действительно настоящий шоколадный торт или приготовить потрясающий шоколадный крем. Помимо полезных качеств, какао Магнетик, обладает интенсивный шоколадным ароматом и насыщенным, ярким вкусом. При производстве Magnetic используются только натуральные какао-бобы.

Бобы сушатся и хранятся по особой технологии, а затем тщательно перемалываются. Какао — продукт, сам по себе, весьма ценный для нашего организма, ведь он содержит массу незаменимых витаминов и минералов, укрепляющих иммунитет. Оцените качество этого польского какао.",40,/food/coffee/kakaoMagnetic.jpg,true
0,30,Капучино Hearts Cappuccino Irish Cream 1кг.,"Hearts Cappuccino Ирландский крем - это не просто кофе с молоком, это нежный кофейно-сливочный напиток с ароматом ирландского крема. Просто заполните чашку с горячей водой и наслаждайтесь. Напиток имеет густую консистенцию, приятный и насыщенный аромат, высокую бархатную пенку. Капучино подходит для кофеварок.

После открытия пачки капучино рекомендуется хранить в герметичной посуде.",135,/food/coffee/cappuccinoIrishCream.jpg,true
0,31,Сухие сливки Coffeeta CLASSIC 200гр. (Польша),"Сухие сливки Classic Coffeetaпредставляют собой мелкий порошок, изготовленный методом высушивания молочных сливок на сушильной распылительной установке. Они сделают ваш кофе или чая мягче и обогатят его молочной пенкой и нежным молочным вкусом. Особенно сухие сливки удобны в офисе или в дороге, где хранить натуральное молоко или сливки нет возможности.

Продукт донельзя прост в применении: в чашку кофе или чая достаточно добавить 2 ложечки сливок и размешать.

Удобная упаковка с застежкой превосходно сохраняет вкусовые качества и аромат содержимого, а также защищает его от попадания влаги.",30,/food/coffee/coffeetaClassic.jpg,false
0,32,Сливки сухие La Movida 200г. (Польша),"Сухие сливки для кофе La Movida —  отличный вариант, чтобы сделать кофе мягче и обогатить его молочной пенкой. Особенно удобны в офисе, где хранить натуральное молоко или сливки нет возможности.",30,/food/coffee/LaMovida.jpg,true
1,0,"Чай Remsey Ананас/Груша (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/tea/remseyAnanasGruszka.jpg,true
1,1,"Чай Remsey Малина/Клубника (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/tea/remseyMalinaTruskawka.jpg,false
1,2,"Чай Remsey Лесные ягоды (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/tea/remseyOwoceLesne.jpg,false
1,3,"Чай Remsey Black Tea Classic (75шт), (Польша)","Класический черный чай, премиум класса. 75 пакетиков с ярлычками, отличного по своим вкусовым качествам и настоящего насыщенного ароматом чая, упакованы в стильной с завлекающим оформлением коробке. Любители сочитания класических сортов чая извесных производителей, оценят отменный вкус и аромат чая Remsey Black Tea. Чай из Европы который хочется оставить для себя, с удовольствием угостить друзей, подарить презентом. 150 грамм отборнейшего чая, выращеного на плантациях Кении и Малави, составляет 100 % смесей чайных листьев, без добавок. Начните день с REMSEY Black Tea klasyczna, бросте 1 пакетик чая в чашку 200 мг с горячей водой, подождите 5 минут, и наслаждайтесь.",55,/food/tea/remseyCZARNAyellow.jpg,true
1,4,"Чай Remsey Breakfast (75шт), (Польша)","Высококачественный классический английский черный чай, подарит вам насыщенный вкус и аромат. Черный чай является одним из самых популярных напитков в мире. Он не только очень вкусный, но и полезный. Польза черного чая неоценима. К тому же он доступен всем, поскольку имеет не очень высокую цену. Черный чай повышает иммунитет, улучшает работу нервной системы, тонизирует и является хорошим антиоксидантом. При регулярном употреблении черного чая, организм очищается от плохого холестерина. Черный чай способен уменьшать головную боль и снять усталость. Черный чай богат на витамины, минералы, эфирные масла и кофеин. В отличии от кофеина, который содержится в кофе, в черном чае кофеин более полезен для организма и действует мягко и постепенно. Кофеин, содержащийся в черном чае, повышает концентрацию, улучшает работу сердца и пищеварительной системы. Танин, который также содержится в черном чае, защищает организм от негативного внешнего воздействия, поскольку является сильным антиоксидантом.",55,/food/tea/remseyEnglishBreakfastTea.jpg,true
1,5,"Чай Remsey Earl Grey strong (75шт), (Польша)","Чай Ramsey черный крепкий с бергамотом, 75 пакетиков с ярлычками, отличного по своим вкусовым качествам и настоящего насыщенного ароматом чая, упакованы в стильной с завлекающим оформлением коробке. Ароматный, слегка пряный чай с бергамотом отличается особенным, изысканным и нежным вкусом, помогает снимать усталость, избавиться от стресса и от последствий напряжения. 131,25 грамма отборнейшего чая, выращеного на плантациях Кении и Шри Ланки, составляет 100 % смесей чайных листьев",55,/food/tea/remseyEarlGreyblue.jpg,true
1,6,"Чай Remsey Earl Grey с лимоном (75шт), (Польша)","Remsey Earl Grey с лимоном — это черный чай с насыщенным вкусом и ароматом. Терпкий вкус бергамота прекрасно сочетается с душистым ароматом лимона. Такой чай будет не только вкусен, но еще и полезен для вашего здоровья. Бергамот помогает организму справится с вирусами, расслабляет гладкую мускулатуру и поддерживает сердечно-сосудистую систему.

Лимон оказывает освежающее действие, повышает защитные силы организма. Чай Remsey стимулируют в организме выработку гормонов счастья – эндорфинов. Таким образом, этот замечательный и полезный напиток повышает тонус, улучшает настроение, дарит заряд бодрости и сил. Аромат горячего напитка глубокий и насыщенный.",55,/food/tea/remseyEarlGreyGreen.jpg,true
1,7,"Чай Remsey Intensitea Лесные ягоды (20шт), (Польша)","Чай пакетированный с лесной ягодой, представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",25,/food/tea/remseyOwocowLesnych.jpg,true
1,8,"Чай Remsey Intensitea Сладкая малина (20шт), (Польша)","Чай фруктовый Intensitea с малиной, представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. Поддерживает работу иммунитета и увеличивает его сопротивление различным инфекциям в зимнее время. Он имеет освежающий вкус и хорошо утоляет жажду. ",25,/food/tea/remseySlodkiejMaliny.jpg,true
1,9,"Чай Remsey Intensitea Мульти-фрукты (20шт), (Польша)","Intensitea Wieloowocowy - это фруктово-ягодный чай с различными вкусами. Он имеет в составе большое количество витаминов и полезных веществ. Чай обладает высокими антиоксидантными свойствами и способствует пищеварению и метаболизма. Напоминаем, что этот горячий напиток не содержит чайных листьев. Поддерживает работу почек и увеличивает их сопротивление различным инфекциям. Чай Intensitea имеет освежающий вкус и хорошо утоляет жажду. ",25,/food/tea/remseyWieloowocowym.jpg,true
1,10,"Чай Milton Earl Grey Classic (80шт), (Польша)","Milton Earl Grey Classic — это черный мелколистовой чай с бергамотом. Эта чайный напиток обогащен маслом и цедрой бергамота. Чай с бергамотом имеет неповторимый аромат и долгое послевкусие. Яркий аромат делает его неповторимым среди множества других видов ароматизированного чая.

Важно подчеркнуть, что бергамот придает этому чай большие целебными свойства. Поэтому чай Milton необычайно полезен в холодный период, когда нашему организму не достает витаминов и солнечного тепла. Кроме того, бергамот способствует выработке «гормонов счастья» — эндорфинов.",40,/food/tea/miltonClassic.jpg,true
1,11,"Чай Milton Earl Grey Strong (80шт), (Польша)","Milton Earl Grey Strong — это черный мелколистовой чай в пакетах. Чай Milton обладает приятным вкусном и цветом, он не очень крепкий, но ароматный. Аромат бергамота довольно сильный, возможно даже чересчур. Впрочем, такой сильный запах многим нравится. Продукт производится для собственной торговой марки польских маркетов Biedronka. 

Коробка довольно большая, там находится 80 пакетиков круглой формы. В каждом пакетике 1,5 грамма чайного листа. Очень приличный чай для своего ценового сегмента. К тому же, его хватит очень на долгое время. Чай популярен в Польше, благодаря свой низкой цене и достаточно приемлемому качеству.",40,/food/tea/miltonStrong.jpg,true
